,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
324,"frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA', 'Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA'})","frozenset({'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
326,"frozenset({'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA', 'Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA'})","frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
327,"frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA', 'Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
329,"frozenset({'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA', 'Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
378,"frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
380,"frozenset({'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
381,"frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
383,"frozenset({'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
426,"frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Signature Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
428,"frozenset({'Chappellet Signature Cabernet Sauvignon, Napa Valley, USA', 'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
429,"frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Chappellet Signature Cabernet Sauvignon, Napa Valley, USA', 'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
431,"frozenset({'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Signature Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
468,"frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA', 'Corison Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
470,"frozenset({'Corison Cabernet Sauvignon, Napa Valley, USA', 'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
471,"frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Corison Cabernet Sauvignon, Napa Valley, USA', 'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
473,"frozenset({'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA', 'Corison Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
505,"frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA', 'Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
506,"frozenset({'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA', 'Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
507,"frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA', 'Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
508,"frozenset({'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA', 'Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
534,"frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA', 'Franciscan Estate Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
536,"frozenset({'Franciscan Estate Cabernet Sauvignon, Napa Valley, USA', 'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
537,"frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Franciscan Estate Cabernet Sauvignon, Napa Valley, USA', 'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
539,"frozenset({'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA', 'Franciscan Estate Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
564,"frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA', 'Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA'})","frozenset({'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
566,"frozenset({'Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA', 'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
567,"frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA', 'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
569,"frozenset({'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA', 'Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
570,"frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA', ""Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA""})","frozenset({'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
572,"frozenset({""Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA"", 'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
573,"frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA'})","frozenset({""Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA"", 'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
575,"frozenset({'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA', ""Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA""})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
576,"frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA', 'Paul Hobbs Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
578,"frozenset({'Paul Hobbs Cabernet Sauvignon, Napa Valley, USA', 'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
579,"frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Paul Hobbs Cabernet Sauvignon, Napa Valley, USA', 'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
581,"frozenset({'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA', 'Paul Hobbs Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
582,"frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA', 'Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
584,"frozenset({'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA', 'Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
585,"frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA', 'Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
587,"frozenset({'Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA', 'Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
978,"frozenset({""Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA"", 'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
979,"frozenset({""Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA"", 'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
982,"frozenset({'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA'})","frozenset({""Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA"", 'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
983,"frozenset({'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA'})","frozenset({""Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA"", 'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
984,"frozenset({""Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA"", ""Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA""})","frozenset({'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
985,"frozenset({""Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA"", 'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA'})","frozenset({""Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA""})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
988,"frozenset({""Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA""})","frozenset({""Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA"", 'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
989,"frozenset({'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA'})","frozenset({""Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA"", ""Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA""})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
1134,"frozenset({""Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA"", ""Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA""})","frozenset({'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
1135,"frozenset({""Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA"", 'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA'})","frozenset({""Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA""})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
1138,"frozenset({""Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA""})","frozenset({""Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA"", 'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
1139,"frozenset({'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA'})","frozenset({""Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA"", ""Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA""})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
1429,"frozenset({'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA', 'Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA'})","frozenset({'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
1430,"frozenset({'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA', 'Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA'})","frozenset({'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
1431,"frozenset({'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA', 'Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
1432,"frozenset({'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA', 'Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
1435,"frozenset({""Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA"", 'Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA'})","frozenset({'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
1436,"frozenset({'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA', 'Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA'})","frozenset({""Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA""})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
1437,"frozenset({""Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA""})","frozenset({'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA', 'Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
1438,"frozenset({'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA'})","frozenset({""Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA"", 'Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
1585,"frozenset({""Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA"", 'Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA'})","frozenset({'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
1586,"frozenset({'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA', 'Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA'})","frozenset({""Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA""})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
1587,"frozenset({""Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA""})","frozenset({'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA', 'Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
1588,"frozenset({'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA'})","frozenset({""Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA"", 'Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
1807,"frozenset({'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
1808,"frozenset({'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
1809,"frozenset({'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
1810,"frozenset({'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA'})",0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,18.0,0.05246913580246913,inf
