,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
6154683,"frozenset({'Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA', 'Chappellet Signature Cabernet Sauvignon, Napa Valley, USA', 'Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA', ""Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA"", 'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA', 'Paul Hobbs Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA', 'Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA', ""Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA"", ""Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA"", 'Corison Cabernet Sauvignon, Napa Valley, USA', 'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA', 'Franciscan Estate Cabernet Sauvignon, Napa Valley, USA'})",0.1111111111111111,0.05555555555555555,0.05555555555555555,0.5,9.0,0.04938271604938271,1.8888888888888888
6154689,"frozenset({'Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA', 'Corison Cabernet Sauvignon, Napa Valley, USA', ""Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA""})","frozenset({'Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA', ""Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA"", 'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA', 'Paul Hobbs Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA', 'Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA', 'Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA', ""Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA"", 'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA', 'Franciscan Estate Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Signature Cabernet Sauvignon, Napa Valley, USA'})",0.1111111111111111,0.05555555555555555,0.05555555555555555,0.5,9.0,0.04938271604938271,1.8888888888888888
6154692,"frozenset({'Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA', ""Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA"", 'Chappellet Signature Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA', ""Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA"", 'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA', 'Paul Hobbs Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA', 'Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA', 'Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA', ""Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA"", 'Corison Cabernet Sauvignon, Napa Valley, USA', 'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA', 'Franciscan Estate Cabernet Sauvignon, Napa Valley, USA'})",0.1111111111111111,0.05555555555555555,0.05555555555555555,0.5,9.0,0.04938271604938271,1.8888888888888888
6154695,"frozenset({'Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA', 'Corison Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Signature Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA', ""Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA"", 'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA', 'Paul Hobbs Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA', 'Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA', 'Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA', ""Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA"", ""Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA"", 'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA', 'Franciscan Estate Cabernet Sauvignon, Napa Valley, USA'})",0.1111111111111111,0.05555555555555555,0.05555555555555555,0.5,9.0,0.04938271604938271,1.8888888888888888
6154699,"frozenset({""Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA"", 'Franciscan Estate Cabernet Sauvignon, Napa Valley, USA', 'Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA'})","frozenset({'Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA', 'Paul Hobbs Cabernet Sauvignon, Napa Valley, USA', 'Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA', 'Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA', ""Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA"", ""Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA"", 'Corison Cabernet Sauvignon, Napa Valley, USA', 'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA', 'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Signature Cabernet Sauvignon, Napa Valley, USA'})",0.1111111111111111,0.05555555555555555,0.05555555555555555,0.5,9.0,0.04938271604938271,1.8888888888888888
6154700,"frozenset({'Paul Hobbs Cabernet Sauvignon, Napa Valley, USA', 'Franciscan Estate Cabernet Sauvignon, Napa Valley, USA', 'Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA'})","frozenset({'Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA', ""Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA"", 'Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA', 'Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA', ""Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA"", ""Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA"", 'Corison Cabernet Sauvignon, Napa Valley, USA', 'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA', 'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Signature Cabernet Sauvignon, Napa Valley, USA'})",0.1111111111111111,0.05555555555555555,0.05555555555555555,0.5,9.0,0.04938271604938271,1.8888888888888888
6154701,"frozenset({'Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA', 'Franciscan Estate Cabernet Sauvignon, Napa Valley, USA', 'Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA'})","frozenset({'Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA', ""Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA"", 'Paul Hobbs Cabernet Sauvignon, Napa Valley, USA', 'Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA', 'Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA', ""Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA"", ""Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA"", 'Corison Cabernet Sauvignon, Napa Valley, USA', 'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA', 'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Signature Cabernet Sauvignon, Napa Valley, USA'})",0.1111111111111111,0.05555555555555555,0.05555555555555555,0.5,9.0,0.04938271604938271,1.8888888888888888
6154702,"frozenset({'Franciscan Estate Cabernet Sauvignon, Napa Valley, USA', 'Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA', 'Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA', ""Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA"", 'Paul Hobbs Cabernet Sauvignon, Napa Valley, USA', 'Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA', ""Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA"", ""Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA"", 'Corison Cabernet Sauvignon, Napa Valley, USA', 'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA', 'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Signature Cabernet Sauvignon, Napa Valley, USA'})",0.1111111111111111,0.05555555555555555,0.05555555555555555,0.5,9.0,0.04938271604938271,1.8888888888888888
6154703,"frozenset({'Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA', 'Franciscan Estate Cabernet Sauvignon, Napa Valley, USA', 'Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA'})","frozenset({'Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA', ""Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA"", 'Paul Hobbs Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA', 'Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA', ""Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA"", ""Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA"", 'Corison Cabernet Sauvignon, Napa Valley, USA', 'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA', 'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Signature Cabernet Sauvignon, Napa Valley, USA'})",0.1111111111111111,0.05555555555555555,0.05555555555555555,0.5,9.0,0.04938271604938271,1.8888888888888888
6154705,"frozenset({""Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA"", 'Franciscan Estate Cabernet Sauvignon, Napa Valley, USA', 'Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA'})","frozenset({'Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA', ""Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA"", 'Paul Hobbs Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA', 'Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA', 'Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA', ""Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA"", 'Corison Cabernet Sauvignon, Napa Valley, USA', 'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA', 'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Signature Cabernet Sauvignon, Napa Valley, USA'})",0.1111111111111111,0.05555555555555555,0.05555555555555555,0.5,9.0,0.04938271604938271,1.8888888888888888
6154706,"frozenset({'Corison Cabernet Sauvignon, Napa Valley, USA', 'Franciscan Estate Cabernet Sauvignon, Napa Valley, USA', 'Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA'})","frozenset({'Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA', ""Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA"", 'Paul Hobbs Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA', 'Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA', 'Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA', ""Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA"", ""Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA"", 'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA', 'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Signature Cabernet Sauvignon, Napa Valley, USA'})",0.1111111111111111,0.05555555555555555,0.05555555555555555,0.5,9.0,0.04938271604938271,1.8888888888888888
6154709,"frozenset({'Franciscan Estate Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Signature Cabernet Sauvignon, Napa Valley, USA', 'Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA'})","frozenset({'Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA', ""Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA"", 'Paul Hobbs Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA', 'Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA', 'Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA', ""Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA"", ""Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA"", 'Corison Cabernet Sauvignon, Napa Valley, USA', 'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA', 'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA'})",0.1111111111111111,0.05555555555555555,0.05555555555555555,0.5,9.0,0.04938271604938271,1.8888888888888888
6154710,"frozenset({""Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA"", 'Paul Hobbs Cabernet Sauvignon, Napa Valley, USA', 'Franciscan Estate Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA', 'Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA', 'Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA', 'Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA', 'Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA', ""Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA"", ""Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA"", 'Corison Cabernet Sauvignon, Napa Valley, USA', 'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA', 'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Signature Cabernet Sauvignon, Napa Valley, USA'})",0.1111111111111111,0.05555555555555555,0.05555555555555555,0.5,9.0,0.04938271604938271,1.8888888888888888
6154711,"frozenset({""Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA"", 'Franciscan Estate Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA'})","frozenset({'Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA', 'Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA', 'Paul Hobbs Cabernet Sauvignon, Napa Valley, USA', 'Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA', 'Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA', ""Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA"", ""Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA"", 'Corison Cabernet Sauvignon, Napa Valley, USA', 'Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA', 'Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA', 'Chappellet Signature Cabernet Sauvignon, Napa Valley, USA'})",0.1111111111111111,0.05555555555555555,0.05555555555555555,0.5,9.0,0.04938271604938271,1.8888888888888888
